,Date,00:00:00,01:00:00,02:00:00,03:00:00,04:00:00,05:00:00,06:00:00,07:00:00,08:00:00,09:00:00,10:00:00,11:00:00,12:00:00,13:00:00,14:00:00,15:00:00,16:00:00,17:00:00,18:00:00,19:00:00,20:00:00,21:00:00,22:00:00,23:00:00,building,month,DayOfWeek,hour,season,weekday,term_time,term_week,IsHoliday,Cluster,prob_1,prob_2,prob_3
2013,2022-09-29,19.812499523162842,20.19499921798706,19.929999828338623,20.182499408721924,20.10749912261963,34.562499046325684,51.562499046325684,65.30499744415283,73.42000007629395,80.28249740600586,71.47749900817871,74.63999938964844,69.8549976348877,69.71749877929688,64.83499908447266,57.754998207092285,45.584999084472656,38.75749969482422,45.48249816894531,41.324997901916504,40.869998931884766,35.67249870300293,22.054998874664307,19.029999256134033,Sutherland_Law,9,3,0,4,1,1,1,1,2,0.0,0.0,1.0
2014,2019-04-20,130.78500151634216,130.61999356746674,129.72249579429626,129.95499634742737,141.74999570846558,132.19500023126602,131.99749672412872,134.23999512195587,134.5074963569641,124.96249756217003,128.05999594926834,125.38499593734741,129.27749639749527,132.76749575138092,121.0924962759018,121.14249640703201,121.34999629855156,143.27249518036842,139.74749839305878,139.07999849319458,143.44249838590622,149.72749841213226,140.76999688148499,137.4799964427948,vet_science,4,5,0,2,0,1,0,0,2,0.0,0.0,1.0
2015,2017-03-10,180.62249612808228,179.34249567985535,175.01499330997467,179.054994225502,176.50749909877777,183.41250002384186,186.13249742984772,254.15749561786652,319.01749062538147,356.38249349594116,347.2974910736084,360.0624899864197,351.0374870300293,354.154990196228,340.1424913406372,352.90499210357666,316.78998947143555,261.98748683929443,204.99499106407166,182.3799979686737,173.3324933052063,178.2749968767166,169.37749707698822,163.6249953508377,vet_science,3,4,0,2,1,1,1,1,1,0.0,1.0,0.0
2016,2020-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Glenomenab9,2,1,0,1,1,1,1,1,0,1.0,0.0,0.0
2017,2018-05-28,19.139999389648438,18.8149995803833,19.28499937057495,19.174999713897705,16.00249981880188,22.747498989105225,27.242499351501465,45.23999881744385,52.5049991607666,51.35499858856201,51.727498054504395,51.95249938964844,51.89999866485596,47.48499870300293,46.65499973297119,46.08500003814697,37.309998512268066,36.72999954223633,33.057499408721924,33.35749912261963,33.1449990272522,23.769999027252197,20.982499599456787,20.989999294281006,Sutherland_Law,5,0,0,2,1,0,0,0,2,0.0,0.0,1.0
2018,2023-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quinn_Business,2,6,0,1,0,1,0,0,0,1.0,0.0,0.0
2019,2020-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quinn_Business,10,2,0,4,1,1,1,1,0,1.0,0.0,0.0
2020,2020-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Glenomenab10,6,1,0,3,1,0,0,0,0,1.0,0.0,0.0
2021,2021-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sutherland_Law,10,1,0,4,1,1,1,1,0,1.0,0.0,0.0
2022,2018-03-21,22.69499921798706,22.77999973297119,22.584999084472656,22.579999446868896,22.434998989105225,22.742499828338623,30.479999542236328,33.06499910354614,54.51999855041504,52.397499084472656,49.54249858856201,49.79499912261963,50.86249923706055,53.88749885559082,50.95499801635742,48.057498931884766,46.522499084472656,40.07499980926514,40.75999927520752,41.98999881744385,38.192498207092285,33.1924991607666,25.724998950958252,21.369999408721924,Sutherland_Law,3,2,0,2,1,1,1,1,2,0.0,0.0,1.0
2023,2021-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ashfield,12,0,0,1,1,0,0,0,0,1.0,0.0,0.0
2024,2018-08-09,19.089999616146088,19.134999454021454,17.372499525547028,17.667499601840973,27.912499129772186,25.029452621936798,37.06460836529732,34.52171801030636,28.103280995972455,25.568124994635582,32.26859374763444,36.831874918658286,39.80132812354714,27.567187484819442,13.941249987110496,14.38812492415309,16.781249907333404,16.468984069302678,16.306171473115683,18.21648395061493,34.39999932050705,118.3749989271164,68.20999842882156,25.734999537467957,Ashfield,8,3,0,3,1,0,0,0,2,0.0,0.0,1.0
2025,2019-06-18,4.0799999833106995,3.497499942779541,3.384999930858612,3.447499930858612,3.342499852180481,3.322499930858612,4.099999845027924,3.982499897480011,4.612499833106995,5.142499804496765,5.452499747276306,5.014999866485596,5.077499985694885,3.584999918937683,4.102499902248383,4.672499895095825,5.607499718666077,4.742499947547913,5.012499809265137,5.829999923706055,5.6199997663497925,6.712499737739563,4.889999747276306,4.317499876022339,Glenomenab10,6,1,0,3,1,0,0,0,0,1.0,0.0,0.0
2026,2023-11-17,73.46999764442444,60.0324981212616,52.0349987745285,41.04749894142151,40.41249978542328,30.27499932050705,26.96999943256378,34.019999384880066,56.25499904155731,61.96999931335449,65.51999855041504,73.1524977684021,80.69999814033508,80.34499883651733,107.5524959564209,96.46499824523926,91.55999779701233,97.76999759674072,87.28749752044678,74.8199987411499,72.64999890327454,83.86749839782715,95.07249808311462,94.3999981880188,Ashfield,11,4,0,4,1,1,1,1,2,0.0,0.0,1.0
2027,2020-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ashfield,10,1,0,4,1,1,1,1,0,1.0,0.0,0.0
2028,2022-09-06,5.414999723434448,5.009999871253967,5.112499833106995,4.834999918937683,4.552499890327454,4.627499938011169,5.204999923706055,6.934999942779541,5.754999995231628,7.037499785423279,7.164999842643738,9.054999828338623,9.902499556541443,6.389999747276306,7.1224998235702515,6.487499833106995,8.84999966621399,8.547499775886536,7.677499771118164,8.729999661445618,7.474999785423279,9.234999775886536,9.44249963760376,8.547499895095825,Glenomenab10,9,1,0,4,1,1,1,1,0,1.0,0.0,0.0
2029,2021-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sutherland_Law,8,5,0,3,0,0,0,0,0,1.0,0.0,0.0
2030,2019-01-05,44.51249885559082,45.189998626708984,40.29999828338623,39.38999938964844,39.527499198913574,40.71249961853027,26.457499980926514,27.272499561309814,27.66499948501587,27.057499885559082,27.334999084472656,27.9424991607666,28.24749994277954,28.69999933242798,29.057498931884766,29.452499866485596,38.78999900817871,31.13999891281128,24.247498989105225,24.257498741149902,24.28249979019165,37.735000133514404,38.09249973297119,39.019999504089355,Sutherland_Law,1,5,0,1,0,1,0,0,2,0.0,0.0,1.0
2031,2023-04-09,45.03749871253967,35.93999898433685,30.277499079704285,28.299999475479126,23.03249967098236,21.28249943256378,25.969452679157257,29.443437159061432,32.70718707377091,46.392577171325684,50.127499014139175,50.091171354055405,58.999061822891235,68.45913875102997,52.379607796669006,55.81046736240387,73.67437374591827,67.8424985408783,64.29132676124573,64.6474986076355,81.75999879837036,90.14999794960022,71.60499739646912,43.10499942302704,Ashfield,4,6,0,2,0,1,0,0,2,0.0,0.0,1.0
2032,2020-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sutherland_Law,4,1,0,2,1,1,1,1,0,1.0,0.0,0.0
2033,2020-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sutherland_Law,7,5,0,3,0,0,0,0,0,1.0,0.0,0.0
2034,2022-02-06,22.787498950958252,22.462499618530273,22.322499752044678,22.31749963760376,22.399999141693115,23.139999389648438,25.889999389648438,26.94249963760376,23.0024995803833,22.03749990463257,22.732499599456787,22.897499561309814,24.397499561309814,34.182499408721924,29.052498817443848,40.33249855041504,38.78250026702881,37.772499084472656,41.91999912261963,38.73499870300293,35.54249858856201,26.732499599456787,28.407499313354492,23.422499656677246,Sutherland_Law,2,6,0,1,0,1,0,0,2,0.0,0.0,1.0
2035,2018-01-22,73.65749931335449,71.45999908447266,72.03499984741211,72.35999870300293,73.32499694824219,119.56999778747559,156.7874984741211,191.95499801635742,209.52749633789062,225.6549949645996,235.78999710083008,253.0900001525879,235.64999771118164,219.52499389648438,210.76999282836914,203.19999313354492,199.45999908447266,177.84999465942383,155.1574935913086,147.73999786376953,143.42999649047852,133.3574981689453,84.96499633789062,77.68000030517578,Quinn_Business,1,0,0,1,1,1,1,1,2,0.0,0.0,1.0
2036,2023-11-06,6.28249990940094,4.807499885559082,4.43999981880188,4.109999895095825,3.8899999856948853,3.5549999475479126,4.577499866485596,6.684999942779541,7.639999747276306,8.519999980926514,6.8724998235702515,6.494999885559082,7.519999742507935,7.409999847412109,9.882499933242798,7.072499752044678,8.912500023841858,10.072499752044678,12.234999656677246,13.834999799728394,10.302499771118164,10.014999866485596,9.787499785423279,7.757499933242798,Glenomenab9,11,0,0,4,1,1,1,1,0,1.0,0.0,0.0
2037,2023-04-10,43.60999953746796,33.19499945640564,25.149999260902405,27.38249909877777,18.137499690055847,20.292499601840973,25.39164012670517,29.4283584356308,30.46218705177307,51.8892964720726,56.96140572056174,53.59546783566475,74.0815617442131,71.13663981482387,70.97781112790108,63.10413980484009,69.2116397023201,93.79835629463196,102.60062408447266,89.29999804496765,137.1849980354309,145.2699956893921,127.88499641418457,83.62499833106995,Ashfield,4,0,0,2,1,1,1,1,2,0.0,0.0,1.0
2038,2022-10-30,165.29749897122383,164.44500145316124,155.0424983203411,156.65499526262283,154.74749764800072,159.7900037765503,164.569993942976,164.4974935054779,165.4624940752983,164.82499653100967,161.64250043034554,162.4974980354309,162.8749965429306,168.007494866848,164.94999545812607,164.94249880313873,163.57249927520752,160.35749515891075,165.569998472929,167.15999755263329,158.44749483466148,161.39749562740326,162.77999877929688,165.53749558329582,vet_science,10,6,0,4,0,1,0,0,2,0.0,0.0,1.0
2039,2017-01-20,22.95999938249588,20.834999799728394,25.764999508857727,22.59249946475029,20.23499947786331,14.459999829530716,22.092499554157257,21.674999594688416,22.372499644756317,34.70999926328659,35.2999991774559,36.66249953955412,46.819999179802835,49.73999922676012,52.2274990552105,45.51249861717224,52.5674991607666,58.44749915599823,57.26999795436859,61.51749861240387,62.93999898433685,78.03499782085419,151.4399983882904,93.90249705314636,Ashfield,1,4,0,1,1,1,1,1,2,0.0,0.0,1.0
2040,2020-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sutherland_Law,1,3,0,1,1,1,1,1,0,1.0,0.0,0.0
2041,2018-08-21,21.864999294281006,21.522499561309814,22.182499408721924,21.81999921798706,22.06999921798706,26.174999237060547,30.249999523162842,53.032498359680176,60.782498359680176,62.48249816894531,64.31749820709229,59.99499797821045,52.22249889373779,53.539998054504395,55.432498931884766,57.1349983215332,35.71250057220459,30.217499256134033,26.839999198913574,24.34749937057495,28.617499351501465,22.489999294281006,21.962499618530273,22.13499927520752,Sutherland_Law,8,1,0,3,1,0,0,0,2,0.0,0.0,1.0
2042,2022-01-13,165.98249163478613,168.46499510854483,167.22249843925238,165.92999486625195,166.01000019162893,164.60499622672796,176.79999484866858,217.85749485343695,283.6099943369627,297.41499128192663,304.84749464690685,310.5199963077903,327.38748516887426,317.29748921096325,311.43999042361975,294.8999964222312,281.8549877628684,230.61500050872564,194.56499902904034,179.41749729961157,179.52749576419592,166.93749441951513,166.5374967083335,166.50749616324902,vet_science,1,3,0,1,1,1,1,1,1,0.0,1.0,0.0
2043,2019-02-11,21.204999923706055,21.134999752044678,21.057499408721924,21.414999961853027,21.282499313354492,22.259999752044678,30.462499141693115,49.23499870300293,53.407498359680176,74.03249740600586,81.50749778747559,102.27999687194824,86.51999855041504,72.02499771118164,71.36499977111816,66.95999908447266,63.349998474121094,55.532498359680176,48.23999881744385,40.28749942779541,36.619998931884766,32.79249858856201,24.147499561309814,21.682499408721924,Sutherland_Law,2,0,0,1,1,1,1,1,2,0.0,0.0,1.0
2044,2023-11-22,87.08999705314636,72.92499828338623,48.20249927043915,37.977498948574066,32.27499896287918,24.519999504089355,29.357499301433563,31.779999375343323,53.72999930381775,66.07499814033508,89.80249857902527,88.98249769210815,90.96249747276306,86.21249890327454,82.8874979019165,85.37999820709229,84.45999813079834,90.36249780654907,110.87749743461609,120.26999855041504,117.85999822616577,124.7674970626831,143.60999584197998,135.4524965286255,Ashfield,11,2,0,4,1,1,1,1,2,0.0,0.0,1.0
2045,2021-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sutherland_Law,2,1,0,1,1,1,1,1,0,1.0,0.0,0.0
2046,2022-10-23,18.54249906539917,18.542499542236328,18.44999933242798,18.637499809265137,18.927499771118164,18.984999656677246,26.32499933242798,18.617499828338623,23.937499523162842,15.384999513626099,20.84749984741211,25.997498989105225,26.209998607635498,21.309999227523804,17.837499380111694,29.03249979019165,28.562499523162842,39.492499351501465,37.907498836517334,31.077499389648438,31.13499927520752,20.8149995803833,19.549999237060547,18.777499675750732,Sutherland_Law,10,6,0,4,0,1,0,0,2,0.0,0.0,1.0
2047,2021-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Glenomenab10,10,4,0,4,1,1,1,1,0,1.0,0.0,0.0
2048,2019-02-26,142.26999855041504,142.56249296665192,138.914999127388,141.67249429225922,137.23499631881714,140.54499650001526,154.9824960231781,231.53749001026154,290.4299907684326,342.2649927139282,315.5999903678894,333.932498216629,319.0874946117401,295.6274929046631,297.94499492645264,294.8475000858307,289.2949905395508,240.96499061584473,224.05999994277954,174.70499348640442,163.6799967288971,150.7299975156784,141.5449982881546,134.81749355793,vet_science,2,1,0,1,1,1,1,1,1,0.0,1.0,0.0
2049,2019-04-16,7.117499947547913,6.459999918937683,5.979999780654907,5.699999809265137,5.679999828338623,7.987499952316284,8.932499885559082,8.899999618530273,9.09249997138977,10.752500057220459,9.09749984741211,9.082499742507935,12.112499475479126,9.640000104904175,9.96749997138977,9.464999914169312,8.769999861717224,10.78249979019165,14.745000123977661,11.667499780654907,12.392499685287476,10.632499694824219,9.899999618530273,8.227499842643738,Glenomenab9,4,1,0,2,1,1,1,1,0,1.0,0.0,0.0
2050,2017-07-07,64.58999824523926,63.76749801635742,64.5149974822998,64.21749877929688,50.25999927520752,82.55749797821045,92.30999946594238,131.2949981689453,149.20499801635742,149.48999786376953,160.6074981689453,152.9099998474121,151.21499633789062,147.19499969482422,136.12749481201172,127.77249908447266,116.28999710083008,109.08999633789062,73.0024995803833,62.514997482299805,59.35749816894531,65.1324987411499,64.04499912261963,63.33499717712402,Quinn_Business,7,4,0,3,1,0,0,0,2,0.0,0.0,1.0
2051,2023-10-15,59.51499843597412,59.15249824523926,59.8174991607666,59.404998779296875,59.85999870300293,56.80249881744385,60.03249835968018,52.33749866485596,49.93749809265137,51.97999858856201,46.557498931884766,46.82499980926514,49.60749816894531,51.57999897003174,58.842498779296875,59.15999889373779,49.277499198913574,55.332499504089355,53.78499889373779,62.44999694824219,73.39249610900879,57.49749946594238,51.9474983215332,58.28999900817871,Quinn_Business,10,6,0,4,0,1,0,0,2,0.0,0.0,1.0
2052,2022-10-09,51.062499046325684,49.872498512268066,50.444997787475586,49.967498779296875,50.14249897003174,50.97999858856201,55.17499923706055,77.54250049591064,100.72999954223633,101.42999839782715,103.3274974822998,95.88749885559082,95.14249801635742,94.7074966430664,90.05749702453613,93.04749870300293,94.26999855041504,78.62249755859375,72.97249984741211,55.00999927520752,50.36749839782715,49.78499889373779,49.207499504089355,49.22999858856201,Quinn_Business,10,6,0,4,0,1,0,0,2,0.0,0.0,1.0
2053,2023-04-13,6.382499814033508,5.239999890327454,5.542499899864197,4.827499866485596,4.4974998235702515,5.857499837875366,6.674999833106995,8.524999737739563,8.90499997138977,9.402499794960022,8.507499814033508,8.40749990940094,8.174999833106995,10.309999704360962,9.174999952316284,8.134999990463257,8.612499713897705,12.367499589920044,12.769999742507935,16.637499570846558,14.97499966621399,9.539999723434448,9.107499957084656,7.382499814033508,Glenomenab9,4,3,0,2,1,1,1,1,0,1.0,0.0,0.0
2054,2022-10-29,27.799999237060547,21.142499446868896,21.182499408721924,21.217499256134033,21.244999408721924,21.800000190734863,29.2549991607666,24.147499561309814,20.827499866485596,19.522499561309814,21.549999713897705,28.214999198913574,26.924999237060547,21.792499542236328,21.487499713897705,24.60749912261963,25.687499046325684,27.8174991607666,44.20249843597412,37.062499046325684,32.062499046325684,25.244999408721924,21.339999675750732,21.292499542236328,Sutherland_Law,10,5,0,4,0,1,0,0,2,0.0,0.0,1.0
2055,2022-03-13,6.652499794960022,5.517499923706055,4.947499871253967,4.679999947547913,4.364999890327454,4.092499852180481,5.204999804496765,5.177499890327454,6.129999756813049,6.199999928474426,7.059999704360962,6.444999933242798,7.4374998807907104,9.779999732971191,8.78499984741211,8.167499780654907,6.949999809265137,8.62999963760376,9.534999966621399,9.729999780654907,9.289999723434448,10.214999914169312,8.71999979019165,6.862499952316284,Glenomenab9,3,6,0,2,0,1,0,0,0,1.0,0.0,0.0
2056,2023-08-09,26.13749885559082,26.03499984741211,25.792499542236328,26.02999973297119,25.122499465942383,25.875,37.23499822616577,50.622498512268066,48.42500019073486,38.772499084472656,46.1949987411499,34.77499866485596,35.832499504089355,34.89499855041504,39.37499809265137,42.48249912261963,36.75999927520752,42.70499897003174,41.439998626708984,29.16249990463257,29.399999618530273,22.092499256134033,19.78999948501587,19.210000038146973,Sutherland_Law,8,2,0,3,1,0,0,0,2,0.0,0.0,1.0
2057,2023-05-11,20.69749927520752,21.04249906539917,20.709999561309814,21.03749990463257,19.027499675750732,24.684999465942383,33.339998722076416,36.95249938964844,42.55249881744385,47.617499351501465,49.189998626708984,45.72249889373779,53.80249881744385,57.50999927520752,56.48249912261963,44.27499961853027,38.23749923706055,32.022499084472656,33.21249866485596,32.469998836517334,30.91499948501587,27.437499523162842,26.717499256134033,28.427498817443848,Sutherland_Law,5,3,0,2,1,0,0,0,2,0.0,0.0,1.0
2058,2022-03-17,52.46249866485596,53.54999828338623,52.397499084472656,52.387497901916504,52.187499046325684,52.58999824523926,64.0399980545044,59.85249900817871,65.36749935150146,83.70749855041504,84.1674976348877,80.65499687194824,72.78750038146973,75.67749786376953,72.2024974822998,67.13999557495117,74.1624984741211,82.42999839782715,65.86749744415283,74.64249610900879,73.43499946594238,75.69999885559082,61.16999912261963,53.642498970031745,Quinn_Business,3,3,0,2,1,1,1,1,2,0.0,0.0,1.0
2059,2019-09-14,28.242499470710754,22.197499334812164,18.25499963760376,19.24249941110611,19.76999968290329,21.049999594688416,20.457812190055847,24.461132366675884,44.28929638676345,51.330390345305204,59.75824189186096,87.40785021334887,93.98691341467202,83.88238223455846,55.73972619604319,47.283007299527526,46.94292908906937,57.17093646526337,60.23027205467224,51.987499356269836,81.60749840736389,160.32499504089355,81.02749788761139,38.05499875545502,Ashfield,9,5,0,4,0,1,0,0,2,0.0,0.0,1.0
2060,2019-07-23,25.992499232292175,16.88749986886978,14.507499694824219,14.734999537467957,18.531640112400055,24.70570260286331,41.62941384315491,71.74773323535919,60.01992089720443,53.39222636865452,65.68824209459126,80.47324147308245,81.37960900599137,71.45839845389128,67.53910142928362,56.78789062425494,53.038007728755474,64.69898355007172,48.37570238113403,50.63972568511963,74.75917840003967,153.21749639511108,90.82249808311462,37.60249900817871,Ashfield,7,1,0,3,1,0,0,0,2,0.0,0.0,1.0
2061,2023-07-13,4.739999890327454,3.832499861717224,3.7799999117851257,3.752499997615814,3.8274999260902405,4.132499933242798,4.952499866485596,5.28249990940094,5.382499814033508,5.487499952316284,5.912499904632568,6.0874998569488525,8.462499856948853,6.327499866485596,5.90749990940094,6.4949997663497925,7.4624998569488525,8.422499895095825,8.199999809265137,10.057499885559082,7.327499866485596,6.664999842643738,7.5499998331069955,5.942499756813049,Glenomenab10,7,3,0,3,1,0,0,0,0,1.0,0.0,0.0
2062,2017-08-29,3.5874999165534973,3.6274999380111694,3.6224998235702515,3.567499876022339,3.567499876022339,3.7249999046325684,4.964999794960022,5.06499981880188,4.097499847412109,3.9124999046325684,4.024999916553497,4.892499923706055,4.3399999141693115,4.90749990940094,4.6474997997283936,3.8949998021125793,4.409999907016754,4.484999895095825,5.347499847412109,5.537499904632568,5.477499842643738,4.052499949932098,3.729999899864197,3.48499995470047,Glenomenab9,8,1,0,3,1,0,0,0,0,1.0,0.0,0.0
2063,2021-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Glenomenab9,10,5,0,4,0,1,0,0,0,1.0,0.0,0.0
2064,2020-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Glenomenab10,7,1,0,3,1,0,0,0,0,1.0,0.0,0.0
2065,2020-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,vet_science,2,2,0,1,1,1,1,1,0,1.0,0.0,0.0
2066,2019-05-01,157.7624962925911,149.41749888658524,146.0649968981743,149.9749960899353,161.74249476194382,166.23249799013138,235.44249427318573,281.5949971675873,296.59999203681946,334.5399901866913,330.37748742103577,325.792498588562,338.8274917602539,320.11999917030334,322.6324944496155,288.74749660491943,260.32999408245087,203.472496509552,180.0049958229065,168.04749405384064,164.0174977183342,167.2974973320961,160.8374948501587,147.75999945402145,vet_science,5,2,0,2,1,0,0,0,1,0.0,1.0,0.0
2067,2018-07-23,21.872499465942383,21.929999828338623,21.914999961853027,21.764999389648438,18.937499523162842,22.179999351501465,27.367499828338623,50.99499797821045,59.21249866485596,53.499999046325684,56.19999980926514,52.70499801635742,47.36249923706055,45.872498512268066,45.374999046325684,45.17999839782715,37.20499897003174,32.53249931335449,28.19249963760376,27.857499599456787,27.57249927520752,24.34749937057495,22.282499313354492,22.307499885559082,Sutherland_Law,7,0,0,3,1,0,0,0,2,0.0,0.0,1.0
2068,2022-06-02,21.484999656677246,21.469999313354492,21.419999599456787,20.75499963760376,17.51249933242798,30.75250005722046,35.48249912261963,52.64749813079834,53.36749744415283,50.594998359680176,50.91499900817871,51.2599983215332,51.53999900817871,51.057498931884766,46.03249931335449,45.414998054504395,34.11750030517578,34.0649995803833,38.88999938964844,37.28749942779541,57.592498779296875,42.65999984741211,39.2574987411499,38.812499046325684,Sutherland_Law,6,3,0,3,1,0,0,0,2,0.0,0.0,1.0
2069,2019-12-07,4.509999990463257,4.064999938011169,3.8774998784065247,3.807499885559082,3.567499876022339,3.944999873638153,4.610000014305115,3.819999873638153,4.53249979019165,4.34499979019165,4.292499780654907,4.804999828338623,7.117499828338623,5.617499828338623,4.46999979019165,4.572499871253967,4.894999921321869,5.794999957084656,7.139999747276306,7.637499809265137,5.702499866485596,5.339999794960022,4.827499866485596,4.582499861717224,Glenomenab10,12,5,0,1,0,1,0,0,0,1.0,0.0,0.0
2070,2019-01-28,22.024999618530273,22.144999504089355,22.302499771118164,21.894999504089355,22.372499465942383,22.317500114440918,35.82499885559082,55.20499801635742,64.32999897003174,76.47249794006348,88.89499855041504,74.25749778747559,70.16499900817871,68.14749908447266,70.59999656677246,66.33749771118164,69.03999900817871,59.589999198913574,47.51249885559082,43.334999084472656,39.434998512268066,37.84749984741211,29.899998664855957,24.81500005722046,Sutherland_Law,1,0,0,1,1,1,1,1,2,0.0,0.0,1.0
2071,2022-04-17,6.627499938011169,5.952499866485596,5.044999837875366,4.787499904632568,4.522499918937683,5.527499794960022,5.519999861717224,6.5624998807907104,8.34749972820282,7.987499952316284,7.90749990940094,8.419999837875366,7.112499952316284,10.102499723434448,8.977499723434448,8.667499661445618,10.9399995803833,12.879999876022339,11.014999866485596,10.66249966621399,10.559999704360962,10.19499945640564,8.677499651908875,8.299999833106995,Glenomenab9,4,6,0,2,0,1,0,0,0,1.0,0.0,0.0
2072,2017-10-30,26.05499964952469,26.52249902486801,23.202499389648438,26.102499663829803,19.0999995470047,18.71999967098236,18.214999735355377,21.950897693634033,29.167460203170776,30.951913356781006,31.98660099506378,38.54417937994003,55.88706958293915,55.31597542762756,49.73929566144943,90.35128736495972,65.7358193397522,77.28499817848206,101.41749715805054,82.23999786376953,70.34249794483185,106.35249781608582,177.05999565124512,116.2624979019165,Ashfield,10,0,0,4,1,1,1,1,2,0.0,0.0,1.0
2073,2023-06-01,17.662499845027924,12.06749975681305,13.429999828338623,11.67249971628189,11.791640251874924,13.674218467902392,16.78593735443428,25.261015319731086,53.677499771118164,65.01671797037125,67.10398400202394,58.78359319502488,49.61437466740608,49.17210930399597,50.895312467589974,40.688906216062605,31.95156245259568,21.676796853542328,14.176249963697046,10.36554668052122,17.071562334895134,31.349999010562897,23.92499926686287,14.52499970793724,Ashfield,6,3,0,3,1,0,0,0,2,0.0,0.0,1.0
2074,2019-08-24,20.024999618530273,19.572499752044678,19.7524995803833,20.057499408721924,19.664999961853027,17.484999656677246,16.774999380111694,22.264999866485596,23.65749979019165,23.969999313354492,23.84749937057495,23.939999103546143,23.85249948501587,23.66999912261963,24.049999713897705,23.00999927520752,20.612499237060547,17.302499294281006,16.69999885559082,16.682499647140503,20.22249984741211,20.09749937057495,19.62999963760376,19.544999599456787,Sutherland_Law,8,5,0,3,0,0,0,0,2,0.0,0.0,1.0
2075,2017-04-23,6.877499938011169,5.959999918937683,5.442499876022339,4.744999766349793,4.574999928474426,4.197499930858612,4.552499890327454,7.077499866485596,8.28749966621399,9.84749960899353,6.81999969482422,9.547499537467957,9.547499537467957,10.35249948501587,7.497499942779541,8.512499809265137,12.799999713897705,13.28249979019165,13.519999504089355,13.772499799728394,12.819999694824219,13.822499990463257,11.62749981880188,8.792499542236328,Glenomenab9,4,6,0,2,0,1,0,0,0,1.0,0.0,0.0
2076,2021-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Glenomenab10,10,5,0,4,0,1,0,0,0,1.0,0.0,0.0
